X,Y
0.386846868,0.77887414
0.495267283,0.824583927
0.334314891,0.822247408
0.338703577,0.752968176
0.34024925,0.757949287
0.339160528,0.79832596
0.413663759,0.773221922
0.308914406,0.859850967
0.332352661,0.797306795
0.278811347,0.798125696
0.465211641,0.809676882
0.34410544,0.802262234
0.278913876,0.865881086
0.283665569,0.728835136
0.275930504,0.738039984
0.320992758,0.824330282
0.371238817,0.736972678
0.260287216,0.775167101
0.359178103,0.682628851
0.252721789,0.755970213
0.279347502,0.671371824
0.248818111,0.700001231
0.389263371,0.736018623
0.243987888,0.724799501
0.165860551,0.771397159
0.343331278,0.670003754
0.238229773,0.765697211
0.33528969,0.740070324
0.268083247,0.631984955
0.36845106,0.70550557
0.260712982,0.686266236
0.253269167,0.635909435
0.194768406,0.671332583
0.293444145,0.510072101
0.258099458,0.626507826
0.25272907,0.599154538
0.284595852,0.721860159
0.271882145,0.635900367
0.301838994,0.546132549
0.1688989,0.657299253
0.277974771,0.603747977
0.310059701,0.700045711
0.234086904,0.624098844
0.205935475,0.598506982
0.241168952,0.593083848
0.143441524,0.614986346
0.242678687,0.603773829
0.216047977,0.529737556
0.154269876,0.598173915
0.253119752,0.591066524
0.255469434,0.619088632
0.243821448,0.630805664
0.304827309,0.581953278
0.141437338,0.502388281
0.224317475,0.570893702
0.144111663,0.553279427
0.172672018,0.465939686
0.169126296,0.455380776
0.2284115,0.46186973
0.221957888,0.496460369
0.223318175,0.486656377
0.309634007,0.444429461
0.216069816,0.469646492
0.264744149,0.490206465
0.266363585,0.434358852
0.121222889,0.466980854
0.152858213,0.423592458
0.22401763,0.481797671
0.254678879,0.456158576
0.195465028,0.408504355
0.177816272,0.44911408
0.251861788,0.442686214
0.253959843,0.36098474
0.217498424,0.478552863
0.222982612,0.38382653
0.266381347,0.380636704
0.263858883,0.380667082
0.272410588,0.441349756
0.209797786,0.371728272
0.197334302,0.338678513
0.206195249,0.397172843
0.155647268,0.341971711
0.212077101,0.303141677
0.228182859,0.40417552
0.271687879,0.263524055
0.296644558,0.298070816
0.242580406,0.32277161
0.19811054,0.384516477
0.242260879,0.30115762
0.315888589,0.21142944
0.27779718,0.316324245
0.258493393,0.337341347
0.364882634,0.322111438
0.227980845,0.307337296
0.180187435,0.352941259
0.248849813,0.237805958
0.308932447,0.299994394
0.273164447,0.225114363
0.26983159,0.238107844
0.166769208,0.292945308
0.27428628,0.295135182
0.250905994,0.165290617
0.371840436,0.292610803
0.318877561,0.295343026
0.393711533,0.202152013
0.364631924,0.211832503
0.309182374,0.28446585
0.3188595,0.234243301
0.40677964,0.351942555
0.393545501,0.30649455
0.241918127,0.266175643
0.509882749,0.23873862
0.399273405,0.238802052
0.32492729,0.145946062
0.40824081,0.238776943
0.293479876,0.308504895
0.409212099,0.210797608
0.381076513,0.194739725
0.380847628,0.282422394
0.3630517,0.193633983
0.380033107,0.136117377
0.364771655,0.223733409
0.439495577,0.263883484
0.489085951,0.296781457
0.436370246,0.190887971
0.395837153,0.21566021
0.419303936,0.181473959
0.426983195,0.213035934
0.455249866,0.179169616
0.522527716,0.19538165
0.498253732,0.210104895
0.421293736,0.161270272
0.468728884,0.251571662
0.506044463,0.247737662
0.478899407,0.188794762
0.526132148,0.149278672
0.482329414,0.24396563
0.604636536,0.122149776
0.535684163,0.221098873
0.550720244,0.197104391
0.584347334,0.243639269
0.490974088,0.3369321
0.484195401,0.225186118
0.49349675,0.244600423
0.615079072,0.247990539
0.608680217,0.175612235
0.497888514,0.198624854
0.561734159,0.172231981
0.529804489,0.21814086
0.534790218,0.147682619
0.572482456,0.176965539
0.673859708,0.180173977
0.589033164,0.212971758
0.610781733,0.151677609
0.616827274,0.276559762
0.538866924,0.302641839
0.588522009,0.341487977
0.709222544,0.31964128
0.727816614,0.281294136
0.681550879,0.215215644
0.658167154,0.25264673
0.642012265,0.231803544
0.680898158,0.214031898
0.7008124,0.17530869
0.705098807,0.163363445
0.665395615,0.239958601
0.66245141,0.318236625
0.661849698,0.314605743
0.79034229,0.319767051
0.704272888,0.175313993
0.72153864,0.277368959
0.719919939,0.291368055
0.591949573,0.294419841
0.699772848,0.391145045
0.665543859,0.3293407
0.664541524,0.197536416
0.712646842,0.23132935
0.751446302,0.428694972
0.696072324,0.253298911
0.733204502,0.36479087
0.787018542,0.32928822
0.813191602,0.382704085
0.791772053,0.389583498
0.843416952,0.446897828
0.656048864,0.335565906
0.710662709,0.430423626
0.770927211,0.388549448
0.751114815,0.344969244
0.790549927,0.358996528
0.884314723,0.399545351
0.750854739,0.390491881
0.788959694,0.389019715
0.835731791,0.422669252
0.770166741,0.478729515
0.859648234,0.479696174
0.775995862,0.341270537
0.766875983,0.49529851
0.782909138,0.469209116
0.87320255,0.35392857
0.761083594,0.413438073
0.819159284,0.481831772
0.780865641,0.470612595
0.841607552,0.544830549
0.8491408,0.483945401
0.867737282,0.472817929
0.761457547,0.497443925
0.733016747,0.424222966
0.809422723,0.460038845
0.889328511,0.529392933
0.860005496,0.469280128
0.376031011,0.77022412
0.352694931,0.743591488
0.395268947,0.684828687
0.489453807,0.719580007
0.385318911,0.742341203
0.432385146,0.768623003
0.384976233,0.840196284
0.354099212,0.898418957
0.447904822,0.796275966
0.369891498,0.834002596
0.416572402,0.881067767
0.356907974,0.892128973
0.332069309,0.853828115
0.273364418,0.86714654
0.335513798,0.849676311
0.352146028,0.884177245
0.369280341,0.835595232
0.279783602,0.867574002
0.290823363,0.876279585
0.278821693,0.865609844
0.22031875,0.924672046
0.268477653,0.873399906
0.281554958,0.85153452
0.253328905,0.806058063
0.262670643,0.878982285
0.387875661,0.806821142
0.246157346,0.891995485
0.299889912,0.814971158
0.297890827,0.902330991
0.227907361,0.944902648
0.134340088,0.890487792
0.084267129,0.939724616
0.252279981,0.947933401
0.159651822,0.844771557
0.17538356,0.966153102
0.178491354,0.787451245
0.090954758,0.916891761
0.173302489,0.802877022
0.193701366,0.900177707
0.062669133,0.723898796
0.123882856,0.791753323
0.166433183,0.690674105
0.032906653,0.804432369
0.124137236,0.848614551
0.150167075,0.81006554
0.125914305,0.800456599
0.156075209,0.718148185
0.064496907,0.736072118
0.171223384,0.861452609
0.116217397,0.744746922
-0.001088675,0.807844585
0.059945741,0.726389674
0.090271497,0.683944495
0.116717215,0.720213854
0.172531924,0.74362614
0.125113424,0.67216302
0.10142351,0.732462619
0.090752029,0.598815041
0.097079491,0.564577029
0.100336872,0.70121489
0.097105753,0.679866076
0.270703813,0.584283729
0.170830215,0.704562123
0.098868516,0.600854761
0.164160415,0.678592321
0.112939319,0.683909605
0.167892305,0.656837441
0.222111565,0.583042363
0.129343632,0.472622162
0.198175097,0.639495604
0.232650399,0.606537086
0.19433127,0.652963147
0.116683459,0.541469844
0.176117585,0.643240534
0.203109232,0.555907061
0.304967663,0.629422458
0.268132037,0.500734548
0.323428027,0.662755429
0.320422946,0.56817649
0.274125134,0.56069713
0.302630166,0.608742052
0.252574978,0.57913526
0.349806005,0.600933747
0.382178395,0.661820787
0.417597999,0.615546261
0.37551826,0.609088963
0.303415177,0.587581791
0.340035137,0.639176669
0.333449625,0.74587632
0.385811713,0.647196566
0.297240817,0.636788024
0.355292222,0.713018766
0.441092062,0.610236498
0.387875113,0.69638312
0.388167062,0.679365901
0.436462353,0.699623565
0.379789634,0.681571555
0.393007608,0.733533909
0.410853221,0.688604841
0.417436201,0.622910277
0.822900828,0.663817469
0.928680924,0.768501746
0.881250145,0.695156887
0.90941808,0.680512816
0.869808744,0.759519623
0.895792748,0.713557079
0.914074369,0.713476752
0.88558648,0.689378672
0.884397702,0.784457305
0.813517422,0.884107428
0.896576546,0.830719054
0.838228393,0.936930465
0.873088128,0.932971676
1.001600676,1.002154227
0.8313708,0.868021202
0.907920736,0.962381289
0.863312822,0.851254144
0.833226683,0.808704157
0.86453331,0.887927531
0.848921722,0.904870055
0.713207772,0.908832377
0.811599745,0.827207706
0.755067744,0.914355914
0.763382938,0.898703328
0.737697986,0.944459535
0.789901313,1.019258857
0.774078329,0.930501435
0.658345063,0.934902191
0.660228918,0.905551384
0.760831601,0.858780146
0.722041403,0.811719371
0.649812953,0.835422237
0.724147119,0.864717845
0.619878462,0.8667163
0.563834727,0.859786427
0.595652632,0.864160456
0.599267467,0.890714545
0.698820225,0.82292959
0.560956122,0.869534828
0.67322906,0.894371653
0.627296752,0.844256778
0.539905962,0.886361861
0.750243529,0.858397177
0.618069777,0.770863167
0.613357601,0.716187484
0.660842875,0.796429944
0.691614049,0.769653515
0.55451142,0.66973937
0.656544239,0.744771252
0.630692219,0.76354906
0.650817103,0.73337934
0.573069813,0.694935908
0.614138093,0.776757668
0.594648346,0.724807197
0.645556714,0.718005522
0.564956381,0.713362711
0.592921188,0.687273643
0.53449533,0.697205381
0.611402564,0.796542389
0.593656864,0.627105202
0.599322752,0.648183337
0.614370158,0.676388062
0.574093315,0.628704655
0.677504783,0.756473083
0.691051103,0.523143951
0.72389971,0.603463531
0.652378236,0.67517921
0.702839809,0.571060562
0.651799367,0.647718323
0.763712177,0.669430161
0.690301306,0.614620922
0.716774042,0.598316517
0.778017459,0.56434555
0.719356741,0.546679649
0.767607805,0.626581291
0.733900963,0.639586717
0.782502091,0.615415591
0.836371714,0.588444423
0.738472019,0.512184896
0.833216614,0.623548678
0.739627783,0.638418262
0.771787078,0.675397321
0.699826329,0.63071068
0.846011145,0.617450534
0.789971932,0.648184525
0.777122623,0.685993611
0.87387929,0.623936793
0.807233447,0.595868936
0.899757054,0.635592061
0.857891647,0.560394485
0.858929166,0.664529839
0.915991489,0.74378189
0.898297019,0.793187224
0.849372691,0.638697856
1.008871606,0.692803474
0.849216877,0.66242325
0.878236336,0.688141536
0.879684248,0.637191895
0.934367623,0.705117853
0.901745769,0.829163009
